id,project_id,inn_name,brand_id,item_id,name,real_start_time,real_end_time,remark
14061,519002,常州天宁寺店,1,2,工程首次检查,2016/1/1,2016/1/4,
14061,519002,常州天宁寺店,1,3,工程二次检查,2016/1/1,2016/1/4,
14061,519002,常州天宁寺店,1,4,工程三次检查,,,
14061,519002,常州天宁寺店,1,5,工程四次检查,,,
14061,519002,常州天宁寺店,1,6,工程五次检查,,,
14061,519002,常州天宁寺店,1,7,竣工验收,,,
14061,519002,常州天宁寺店,1,8,开业审核,,,
